name,CONML,gvkey_n,sdc_cusip
Equifax Inc,Equifax Inc.,4423,294429
Equinix Inc,Equinix Inc,138743,29444U
Equitrans Midstream Corp,Equitrans Midstream Corp,34337,294600
Equity Bancshares Inc,Equity Bancshares Inc,26347,29460X
Equity Commonwealth,Equity Commonwealth,13579,294628
Equity Office Properties Trust,Equity Office Properties Trust,65048,294741
Equity One Inc,Equity One Inc.,110382,294752
Equity Residential,Equity Residential,28733,29476L
Erie Indemnity Co,Erie Indemnity Co,61380,29530P
Escalade Inc,Escalade Inc,4448,296056
Energy Future Holdings Corp,Energy Future Holdings Corp,10507,29630M
ESCO Corp,ESCO Corp,187131,296313
ESCO Technologies Inc,ESCO Technologies Inc.,23224,296315
Esmark,Esmark Inc,178971,29649A
Esquire Communications Ltd,Esquire Communications Ltd,28277,296658
ESSA Bancorp Inc,ESSA Bancorp Inc,176703,29667D
Esquire Financial Holdings Inc,Esquire Financial Holdings Inc,31606,29667J
Essex Property Trust Inc,Essex Property Trust Inc.,30293,297178
Essex Rental Corp,Essex Rental Corp,183480,29717V
Esterline Technologies Corp,Esterline Technologies Corp.,4460,297425
eToys Inc,eToys Inc.,120655,297862
Etsy Inc,Etsy Inc,23238,29786A
Euramax Holdings Inc,Euramax Holdings Inc,116124,29832A
Evans Bancorp Inc,Evans Bancorp Inc,65176,29911Q
Evercel Inc,Evercel Inc,118574,299759
Everbridge Inc,Everbridge Inc,27874,29978A
Evergreen Resources Inc,Evergreen Resources Inc.,20064,299900
RCS Capital LLC,RCS Capital Corp,17419,2A4104
Paragon Offshore PLC,Paragon Offshore Plc,20967,2C1303
Cosmos Holdings Inc,Cosmos Holdings Inc,18874,2C4357
SPX FLOW Inc,SPX FLOW Inc,24611,2E0577
Sharps Compliance Corp,Sharps Compliance Corp,112819,2E1529
CleanSpark LLC,CleanSpark Inc,186904,2E1532
LCI Industries,LCI Industries,11796,2F7690
Select Interior Concepts Inc,Select Interior Concepts Inc,32804,2H2519
PotlatchDeltic Corp,PotlatchDeltic Corp,8692,2H4025
First Choice Bancorp,First Choice Bancorp,19815,2H6705
Encompass Health Corp,Encompass Health Corp,12589,2H9775
Powin Energy Corp,Powin energy corp,185391,2L4699
Eversource Energy,Eversource Energy,7970,30040W
Evolving Systems Inc,Evolving Systems Inc,110529,30049R
Evolent Health Inc,Evolent Health Inc,23818,30050B
Exact Sciences Corp,EXACT Sciences Corp,141277,30063P
Exactech Inc,Exactech Inc,62948,30064E
Exelon Corp,Exelon Corp,8539,30161N
Exide Technologies LLC,Exide Technologies,13634,302051
ExlService Holdings Inc,ExlService Holdings Inc,162449,302081
Exodus Communications Inc,Exodus Communications Inc,106368,302088
ExperTelligence Inc,Expertelligence Inc,4495,302132
Exponent Inc,Exponent Inc,23027,30214U
Express Scripts Holding Co,Express Scripts Holding Co,25356,30219G
Extra Space Storage Inc,Extra Space Storage Inc,160479,30225T
Extreme Networks Inc,Extreme Networks Inc,119574,30226D
EZCORP Inc,EZCORP Inc,24430,302301
Exxon Mobil Corp,Exxon Mobil Corp,4503,30231G
Eyegate Pharmaceuticals Inc,Eyegate Pharmaceuticals Inc,21282,30233M
FLIR Systems Inc,FLIR Systems Inc,28477,302445
FMC Corp,FMC Corp.,4510,302491
FMC Technologies Inc,FMC Technologies Inc,142811,30249U
FNB Bancorp,FNB Bancorp,18247,302515
FCB Financial Holdings Inc,FCB Financial Holdings Inc,187252,30255G
FB Financial Corp,FB Financial Corp,27871,30257X
FS Bancorp Inc,FS Bancorp Inc,181820,30262T
FTI Consulting Inc,FTI Consulting Inc.,62823,302941
Facebook Inc,Facebook Inc,170617,30303M
FactSet Research Systems Inc,FactSet Research Systems Inc.,63172,303075
Fairmount Santrol Holdings,Fairmount Santrol Holdings Inc,185277,30555Q
FairPoint Communications Inc,FairPoint Communications Inc,148217,305560
Fansteel Inc,Fansteel Inc/DE,4568,307260
Farmers & Merchants Bancorp,Farmers & Merchants Bancorp Inc,112572,307795
Farmers & Merchants Bancorp,Farmers & Merchants Bancorp Inc,112572,30779N
Farmers National Banc Corp,Farmers National Banc Corp/OH,29855,309627
Farmland Industries Inc,Farmland Industries Inc,4584,311549
Farmland Partners Inc,Farmland Partners Inc,19526,31154R
Fastly Inc,Fastly Inc,35120,31188V
Fathom Holdings Inc,Fathom Holdings Inc,36084,31189V
Fedders Corp,Fedders Corp.,4595,313135
Federal Signal Corp,Federal Signal Corp.,4608,313855
FEDEX Corp,FedEx Corp.,4598,31428X
Feldman Mall Properties Inc,Feldman Mall Properties Inc -Old,161066,314308
FelCor Lodging Trust Inc,FelCor Lodging Trust Inc,30495,31430F
Fellows Energy Ltd,Fellows Energy Ltd,148031,314347
Ferrellgas Partners LP,Ferrellgas Partners LP,13962,315293
Ferro Corp,Ferro Corp.,4622,315405
F5 Networks Inc,F5 Networks Inc,121077,315616
FiberMark Inc,FiberMark Inc.,27924,315646
FiberNet Telecom Group Inc,FiberNet Telecom Group Inc,65908,315653
Fidelity D & D Bancorp Inc,Fidelity D & D Bancorp Inc,18182,316099
Fidelity National Financial,Fidelity National Financial Inc.,13114,31620R
Fidelity National Financial In,Fidelity National Financial Inc.,13114,316326
FieldPoint Petroleum Corp,Fieldpoint Petroleum Corp,106418,316570
Fifth Third Bancorp,Fifth Third Bancorp,4640,316773
Finisar Corp,Finisar Corp,126417,31787A
FiNet.com Inc,Finet.Com Inc,17198,317922
Firecom Inc,Firecom Inc,4671,318157
FireEye Inc,FireEye Inc,18487,31816Q
Firepond Inc,Firepond Inc,129471,318224
First American Financial Corp,First American Financial Corp,184899,31849F
First Busey Corp,First Busey Corp,18329,319383
1st Constitution Bancorp,1st Constitution Bancorp,65467,31986N
First Consulting Group Inc,First Consulting Group Inc,66455,31986R
First Data Corp,First Data Corp.,25157,319963
First Federal Bancshares,First Federal Bancshares Inc,139342,32020F
First Financial Bankshares Inc,First Financial Bankshares Inc,29101,32020R
First Financial Corp,First Financial Corp/IN,18276,320218
First Foundation Inc,First Foundation Inc,20677,32026V
First Guaranty Bancshares Inc,First Guaranty Bancshares Inc,108979,32046N
First Internet Bancorp,First Internet Bancorp,162293,320557
First Mariner Bancorp,First Mariner Bancorp,64194,320795
First Merchants Corp,First Merchants Corp,16845,320817
First Montauk Financial Corp,First Montauk Financial Corp,6862,321006
First NBC Bank Holding Co,First NBC Bank Holding Co,17709,32115D
First Potomac Realty Trust,First Potomac Realty Trust,155174,33610F
First Place Financial Corp,First Place Financial Corp/DE,117035,33610T
First Security Group Inc,First Security Group Inc,164368,336312
First South Bancorp Inc,First South Bancorp Inc,64584,33643Q
First ULB Corp,First ULB Corp,190581,33754P
FirstPlus Financial Group Inc,FirstPlus Financial Group Inc,61986,33763B
FirstCash Inc,FirstCash Inc,24157,33767D
Fiserv Inc,Fiserv Inc.,12635,337738
FirstEnergy Corp,FirstEnergy Corp.,8099,337932
Fitbit Inc,Fitbit Inc,23856,33812L
FitLife Brands Inc,FitLife Brands Inc,178413,33817P
Five9 Inc,Five9 Inc,19908,338307
Flanders Corp,Flanders Corp,62268,338494
FleetCor Technologies Inc,FleetCor Technologies Inc,184700,339041
FleetCor Technologies Inc,FleetCor Technologies Inc,184700,33907Y
Fleetwood Enterprises Inc,Fleetwood Enterprises Inc.,4768,339099
Flotek Industries Inc,Flotek Industries Inc,28347,343389
Fluor Corp,Fluor Corp,4818,343412
Flow International Corp,Flow International Corp,4807,343468
Flowers Foods Inc,Flowers Foods Inc.,4809,343498
Fluidigm Corp,Fluidigm Corp,179840,34385P
Flushing Financial Corp,Flushing Financial Corp,61585,343873
FLYi Inc,FLYI Inc,28622,34407T
FOCUS Enhancements Inc,FOCUS Enhancements Inc,28316,344159
Fog Cutter Capital Group Inc,Fog Cutter Capital Group Inc,108970,34416Q
Foot Locker Inc,Foot Locker Inc.,11584,344849
Ford Motor Co,Ford Motor Co,4839,345370
Forescout Technologies Inc,ForeScout Technologies Inc,32557,34553D
Forest City Realty Trust Inc,Forest City Realty Trust Inc,4842,345605
Forest Oil Corp,Forest Oil Corp.,4844,346091
FormFactor Inc,FormFactor Inc,148390,346375
Forrester Research Inc,Forrester Research Inc,64061,346563
Fortress Investment Group LLC,Fortress Investment Group LLC,176595,34958B
Fortinet Inc,Fortinet Inc,183377,34959E
Fortive Corp,Fortive Corp,26590,34959J
Forward Air Corp,Forward Air Corp,29206,349853
Forward Industries Inc,Forward Industries Inc,62262,349862
Forum Merger II Corp,Forum Merger III Corp,36884,34986F
Foundation Healthcare Inc,Foundation Healthcare Inc,162699,350405
Four Corners Property Trust,Four Corners Property Trust Inc,26410,35086T
Four Oaks Fincorp Inc,Four Oaks Fincorp Inc,106518,350891
Fox Corp,Fox Corp,34636,35137L
Fox Factory Holding Corp,Fox Factory Holding Corp,18320,35138V
Franchise Group Inc,Franchise Group Inc,188856,35180X
Franklin Electric Co Inc,Franklin Electric Co Inc,4881,353514
Franklin Financial Network Inc,Franklin Financial Network Inc,17586,35352P
Franklin Resources Inc,Franklin Resources Inc,4885,354613
Fred's Inc,Fred's Inc,12403,356108
Freescale Semiconductor Inc,Freescale Semiconductor Inc,157858,35687M
FusionStorm Global Inc,FusionStorm Global Inc,187806,35856K
Frontier Communications Corp,Frontier Communications Corp,135484,35906A
Frontier Oilfield Services Inc,Frontier Oilfield Services Inc -Old,135410,35914T
FrontLine Capital Group,Frontline Capital Group,110772,35921N
Frozen Food Express Industries,Frozen Food Express Industries Inc,4918,359360
FuelCell Energy Inc,FuelCell Energy Inc,25430,35952H
Galaxy Energy Inc,Galaxy Energy Corp,145658,36042L
GATX Corp,GATX Corp.,4941,361448
GEE Group Inc,GEE Group Inc,5050,36165A
GNC Holdings Inc,GNC Holdings Inc,185645,36191G
GP Strategies Corp,GP Strategies Corp,7759,36225V
GSE Systems Inc,GSE Systems Inc,61077,36227K
GTE Corp,GTE Corp,4961,362320
Gsi Commerce Inc,GSI Commerce Inc,14386,36238G
GTT Communications Inc,GTT Communications Inc,163768,362393
GTY Technology Holdings Inc,GTY Technology Holdings Inc,28368,362409
Gadzoox Networks Inc,Gadzoox Networks Inc,122138,362555
GAIN Capital Holdings Inc,GAIN Capital Holdings Inc,183528,36268W
Warner Chilcott PLC,Warner Chilcott Plc,205950,36430M
GameStop Corp,GameStop Corp.,145049,36467W
Gander Mountain Co,Gander Mountain Co,158733,36471P
Gannett Co Inc,Gannett Co Inc -Old,23821,364730
Gannett Co Inc,Gannett Co Inc -Old,23821,36473H
Gartner Inc,Gartner Inc,12441,366651
Gateway Energy Corp,Gateway Energy Corp,61236,367600
Gateway Inc,Gateway Inc.,29345,367626
Generac Holdings Inc,Generac Holdings Inc,183736,368736
General Bearing Corp,General Bearing Corp,64364,369147
General Dynamics Corp,General Dynamics Corp,5046,369550
General Electric Co,General Electric Co,5047,369604
General Finance Corp,General Finance Corp,166789,369822
General Media LLC,General Media Inc.,128678,37029W
General Mills Inc,General Mills Inc.,5071,370334
General Motors Corp,General Motors Co,5073,370442
General Motors Co,General Motors Co,5073,37045V
Genesco Inc,Genesco Inc.,5109,371532
Genesee & Wyoming Inc,Genesee & Wyoming Inc.,63123,371559
Genesis HealthCare Corp,Genesis Healthcare Inc,23109,37184D
Genesis Worldwide Inc,Genesis Worldwide Inc,7515,37184G
Genesis Financial Inc,Genesis Financial Inc,157614,37184J
Genesis Energy LP,Genesis Energy LP,64063,371927
Genuine Parts Co,Genuine Parts Co,5125,372460
GeoResources Inc,GeoResources Inc,177206,372476
GeoPharma Inc,GeoPharma Inc,141037,37250A
GeoEye Inc,GeoEye Inc,114748,37250W
Gentherm Inc,Gentherm Inc,28408,37253A
Genzyme Corp,Genzyme Corp,12233,372917
Georgia-Pacific Corp,Georgia-Pacific Corp,66430,373298
Geos Communications Inc,Geos Communications Inc,62101,37363N
Gerald Stevens Inc,Gerald Stevens Inc,4783,37369G
German American Bancorp Inc,German American Bancorp Inc,28278,373865
Getty Realty Corp,Getty Realty Corp.,5149,374297
Gibraltar Industries Inc,Gibraltar Industries Inc,29131,374689
Gilead Sciences Inc,Gilead Sciences Inc,24856,375558
Glacier Bancorp Inc,Glacier Bancorp Inc,16832,37637Q
Gladstone Commercial Corp,Gladstone Commercial Corp,154739,376536
Gladstone Investment Corp,Gladstone Investment Corp,164155,376546
Gladstone Land Corp,Gladstone Land Corp,12081,376549
Glamis Gold Ltd,Glamis Gold Ltd,14011,376775
Glaukos Corp,Glaukos Corp,23990,377322
Glenoit Corp,Glenoit Corp,126894,37760C
Global Aviation Holdings Inc,Global Aviation Holdings Inc,28248,37870P
Global Technologies Ltd,Global Technologies Ltd,31588,378949
Global Employment Holdings Inc,Global Employment Holdings Inc,175326,37904A
Hyatt Hotels Corp,Hyatt Hotels Corp,183366,37906V
Global Secure Corp,Global Secure Corp,164666,37908X
Global Preferred Holdings Inc,Global Preferred Holdings Inc,147450,37916H
Gliatech Inc,Gliatech Inc,61433,37929C
Glimcher Realty Trust,Glimcher Realty Trust,29607,379302
Global Capital Partners Inc,Global Capital Partners Inc,60818,37931J
Global Net Lease Inc,Global Net Lease Inc,23996,379378
GlobalNetFinancial.com Inc,Globalnet Financial.com Inc,64881,37937R
Global Payments Inc,Global Payments Inc.,141913,37940X
Global Axcess Corp,Global Axcess Corp,65450,37941L
Global Digital Solutions Inc,Global Digital Solutions Inc,145409,37944K
Global Water Resources Inc,Global Water Resources Inc,186169,379463
GlobalOptions Group Inc,GlobalOptions Group Inc,164258,37946D
Global Partners LP,Global Partners LP,163935,37946R
Global Eagle Entertainment Inc,Global Eagle Entertainment Inc,187215,37951D
Global Medical REIT Inc,Global Medical REIT Inc,16125,37954A
Glu Mobile Inc,Glu Mobile Inc,176782,379890
GlyEco Inc,GlyEco Inc,199055,38000P
